STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT05,WT07,WT08,WT09,WT13,WT16\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/1/10,0.89,1210,1220,0,,,,70,51,270,280,8.1,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/2/10,0.89,2220,2219,0,,,,78,50,10,30,6.9,10.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/3/10,1.34,2234,2234,0,,,,79,54,20,10,6,8.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/4/10,2.24,1533,1025,0,,,,77,56,270,30,6,12.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/5/10,1.57,1437,1436,0,,,,78,54,270,270,12.1,17,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/6/10,0.67,1540,1436,0,,,,76,52,280,270,6,8.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/7/10,0.45,1533,1517,0,,,,74,49,270,280,6,10.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/8/10,0.67,2314,1156,0,,,,79,51,10,110,4.9,8.1,1,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/9/10,1.12,1113,1010,0,,,,77,58,20,10,6,8.9,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/10/10,0.67,1346,1341,0,,,,77,54,260,270,6.9,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/11/10,0.67,1521,1459,0,,,,81,52,270,250,4.9,10.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/12/10,0.45,1625,2027,0,,,,73,53,270,260,6.9,8.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/13/10,2.46,1639,1631,0.16,,,,66,54,270,270,10.1,21,1,,1,1,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/14/10,1.12,1033,1037,0,,,,74,51,90,140,6.9,12.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/15/10,0.22,1321,1437,0,,,,76,50,260,270,6,8.9,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/16/10,0.45,1634,1555,0,,,,71,54,270,270,8.1,14.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/17/10,0.89,2303,1326,0.31,,,,66,54,100,270,6.9,12.1,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/18/10,4.7,1222,1222,1.12,,,,62,56,140,150,16.1,29.1,1,,1,,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/19/10,4.25,1253,1052,0.61,,,,58,50,100,100,15,23,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/20/10,4.92,1555,1231,1.2,,,,59,51,100,150,12.1,23.9,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/21/10,5.37,922,2038,0.97,,,,58,50,90,260,16.1,33.1,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/22/10,1.12,1258,57,0.37,,,,53,46,30,280,6.9,14.1,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/23/10,0.89,1542,1620,0,,,,60,42,270,280,6.9,12.1,1,,,,,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/24/10,0.89,1421,1442,0,,,,64,43,260,270,8.1,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/25/10,1.34,1806,1757,0,,,,67,46,280,270,8.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/26/10,2.01,1519,1518,0.2,,,,61,47,80,80,8.9,15,,,1,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/27/10,0.89,1437,1452,0,,,,69,54,270,280,8.1,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/28/10,0.45,1436,1436,0,,,,71,50,280,270,6.9,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/29/10,0.45,1616,1654,0,,,,68,50,270,270,8.1,13,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/30/10,0.89,1601,1601,0,,,,64,48,270,270,8.1,13,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,1/31/10,0.45,1521,1435,0,,,,66,47,280,270,6.9,12.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/1/10,0.67,1502,1509,0,,,,68,50,270,260,6.9,10.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/2/10,1.12,1309,1300,0,,,,66,54,270,260,6.9,14.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/3/10,0.89,2317,1457,0,,,,70,49,100,240,6.9,14.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/4/10,3.13,1125,1642,0,,,,65,55,120,280,8.1,14.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/5/10,6.71,1859,1901,0.94,,,,58,54,100,110,13,19.9,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/6/10,2.24,1343,454,1.91,,,,63,51,270,180,8.9,21,1,1,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/7/10,0.89,1627,1654,0,,,,64,45,270,250,8.1,13,1,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/8/10,0.89,1530,1542,0,,,,64,49,260,280,6.9,12.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/9/10,1.57,1357,1356,0.44,,,,59,45,250,270,10.1,21.9,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/10/10,0.89,1032,1459,0,,,,65,40,100,220,6.9,10.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/11/10,1.12,1544,1543,0,,,,65,50,270,270,8.9,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/12/10,0.67,1433,1534,0,,,,67,50,270,260,8.1,12.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/13/10,0.22,1522,1522,0,,,,75,49,270,270,8.1,12.1,1,,,,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/14/10,1.12,1423,1421,0,,,,81,52,260,270,8.1,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/15/10,0.45,1622,1404,0,,,,82,57,270,280,6,10.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/16/10,1.34,1504,1504,0,,,,84,57,280,270,6.9,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/17/10,1.12,1401,1357,0,,,,80,55,270,280,8.1,13,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/18/10,0.89,1350,1655,0,,,,69,56,260,280,6.9,10.1,1,1,,1,1,1,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/19/10,1.79,1217,1208,0.09,,,,64,54,120,120,8.9,14.1,,,1,1,1,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/20/10,1.34,1213,1353,0.05,,,,64,52,270,270,8.9,15,,,,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/21/10,2.91,1806,1805,0.03,,,,65,54,270,270,13,21,1,,,,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/22/10,2.24,1633,1632,0,,,,70,52,10,10,12.1,17.9,1,,,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/23/10,1.34,1355,1401,0,,,,69,47,270,270,8.9,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/24/10,1.12,2003,1959,0.01,,,,66,53,70,100,6.9,12.1,1,,1,1,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/25/10,1.12,1640,1457,0,,,,70,53,270,280,8.1,14.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/26/10,1.79,1510,2221,0,,,,75,56,270,130,8.9,14.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/27/10,2.91,1552,524,0.8,,,,63,52,270,130,12.1,21.9,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,2/28/10,1.34,1555,1616,0,,,,68,47,270,270,8.1,12.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/1/10,1.12,1415,1423,0,,,,71,52,270,270,12.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/2/10,1.12,1434,1614,0,,,,67,56,270,270,8.9,14.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/3/10,2.01,1659,1520,0.06,,,,66,54,270,280,10.1,19.9,1,,1,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/4/10,1.34,1534,1523,0,,,,64,49,270,270,8.1,15,,,1,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/5/10,1.79,1508,1507,0,,,,68,49,270,270,8.9,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/6/10,2.01,1452,1451,0.42,,,,62,52,130,130,10.1,17,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/7/10,1.12,1226,1225,0,,,,66,50,260,270,8.1,14.1,,,1,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/8/10,2.01,1611,1548,0,,,,66,54,260,270,8.1,15,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/9/10,4.47,1815,1801,0,,,,62,49,340,330,14.1,29.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/10/10,4.03,1908,1911,0,,,,64,50,330,340,13,21.9,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/11/10,1.12,1450,1416,0,,,,68,47,270,270,10.1,17,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/12/10,1.12,1406,1412,0,,,,71,49,270,260,10.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/13/10,0.89,1300,1416,0,,,,66,52,260,270,6.9,14.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/14/10,0.89,1351,1442,0,,,,71,49,270,270,8.1,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/15/10,1.12,1518,1507,0,,,,82,49,280,260,8.1,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/16/10,2.46,1449,1442,0,,,,88,58,280,260,12.1,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/17/10,1.57,1339,1341,0,,,,87,61,260,280,10.1,16.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/18/10,2.01,1309,1603,0,,,,78,59,170,260,8.1,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/19/10,0.89,1309,1209,0,,,,74,55,270,270,8.1,15,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/20/10,1.34,1525,1258,0,,,,81,54,280,270,6.9,12.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/21/10,0.45,1529,1528,0,,,,80,52,290,280,6.9,12.1,1,1,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/22/10,0.89,1142,1646,0,,,,72,53,270,280,8.1,13,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/23/10,2.01,1339,1356,0,,,,73,57,270,280,10.1,16.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/24/10,1.12,1512,1456,0,,,,75,55,270,270,8.9,16.1,1,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/25/10,1.57,1645,1644,0,,,,67,55,270,270,8.9,16.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/26/10,2.46,1808,1805,0,,,,73,53,270,250,10.1,17,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/27/10,0.67,1623,1622,0,,,,83,53,260,260,8.9,15,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/28/10,2.24,1451,1527,0,,,,85,58,270,270,10.1,17,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/29/10,1.57,1517,1516,0,,,,81,57,270,270,8.9,14.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/30/10,2.68,1654,1432,0,,,,68,58,270,260,8.9,17,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/31/10,2.01,1523,1626,0,,,,66,53,270,240,10.1,21,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/1/10,2.46,1419,1418,0,,,,64,50,270,260,12.1,19.9,,,1,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/2/10,2.46,1446,1445,0,,,,69,52,270,270,12.1,17,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/3/10,2.01,1413,1454,0,,,,70,53,260,270,12.1,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/4/10,2.24,1010,955,0.03,,,,65,53,130,140,8.9,16.1,1,,1,,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/5/10,4.47,1539,1451,0.57,,,,64,53,270,270,13,25.9,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/6/10,1.12,1611,1220,0,,,,72,49,270,270,10.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/7/10,2.01,1641,1412,0,,,,82,52,280,280,8.9,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/8/10,1.79,1252,1251,0,,,,84,58,270,260,8.9,17,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/9/10,2.01,1517,1528,0,,,,76,57,270,280,8.1,14.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/10/10,0.89,1804,1645,0,,,,67,57,270,280,6.9,15,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/11/10,4.25,933,2311,0.72,,,,64,54,140,280,12.1,17,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/12/10,3.13,1315,1608,0.19,,,,65,52,270,270,14.1,21.9,1,,1,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/13/10,1.34,1502,1656,0,,,,67,50,270,250,10.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/14/10,1.57,1417,1619,0,,,,70,52,270,260,10.1,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/15/10,1.79,1600,1606,0,,,,73,53,270,260,8.9,15,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/16/10,1.79,1400,1604,0,,,,72,54,270,270,10.1,16.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/17/10,1.34,1248,1248,0,,,,76,55,260,270,8.9,15,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/18/10,2.01,1546,1435,0,,,,76,55,270,260,10.1,17.9,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/19/10,1.79,1616,1509,0,,,,73,58,270,260,10.1,16.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/20/10,2.24,1929,1747,0.11,,,,68,52,270,270,13,23.9,1,,1,,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/21/10,4.03,1435,1500,0,,,,63,48,270,270,15,28,,,,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/22/10,1.12,1255,1255,0,,,,61,49,270,280,10.1,16.1,,,,,,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/23/10,1.34,1507,1345,0,,,,69,49,270,270,12.1,17,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/24/10,1.34,1620,1434,0,,,,70,55,270,260,8.9,16.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/25/10,1.34,1408,1417,0,,,,75,54,270,260,8.9,14.1,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/26/10,2.01,1300,1259,0,,,,73,55,280,280,10.1,15,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/27/10,1.12,1733,1530,0.01,,,,67,58,270,270,8.1,15,1,,,1,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/28/10,3.13,1514,1654,0.02,,,,67,57,260,270,13,21,1,,,,,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/29/10,7.16,1643,1642,0,,,,70,55,330,330,17.9,36,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/30/10,4.03,1503,1538,0,,,,75,55,270,270,14.1,25.9,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/1/10,2.46,1722,1722,0,,,,73,56,270,270,13,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/2/10,2.91,1211,1211,0,,,,74,59,270,280,10.1,17,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/3/10,1.34,1555,1620,0,,,,81,57,270,270,8.1,13,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/4/10,1.12,1756,1639,0,,,,79,57,260,280,6.9,12.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/5/10,1.12,1340,1544,0,,,,74,59,270,270,8.9,13,1,,,1,1,,1,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/6/10,1.34,1221,1220,0,,,,75,58,270,270,10.1,16.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/7/10,1.12,1210,1438,0,,,,79,58,270,280,8.9,14.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/8/10,1.57,1718,1741,0,,,,77,59,270,280,8.9,15,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/9/10,2.01,1424,1432,0,,,,68,57,270,270,13,19.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/10/10,3.13,1913,1809,0,,,,69,55,270,260,10.1,17,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/11/10,3.13,1342,1341,0,,,,69,53,270,270,13,23.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/12/10,1.34,1348,1427,0,,,,74,55,270,270,10.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/13/10,1.12,1308,1308,0,,,,76,58,270,270,10.1,16.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/14/10,2.01,1719,1757,0,,,,73,58,270,270,8.1,14.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/15/10,1.34,1435,1441,0,,,,73,58,280,280,8.9,15,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/16/10,2.01,1448,1412,0,,,,73,58,270,280,8.9,16.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/17/10,0.89,1236,1159,0,,,,64,58,280,280,6.9,12.1,1,,1,1,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/18/10,1.79,1706,1559,0.03,,,,69,57,270,280,8.9,14.1,1,,1,1,1,,1,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/19/10,1.12,1420,1420,0,,,,74,59,260,260,10.1,17,1,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/20/10,1.34,1456,1434,0,,,,78,59,270,270,8.9,14.1,,,,1,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/21/10,2.68,1446,1445,0,,,,73,59,270,280,13,23.9,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/22/10,2.01,1711,1320,0,,,,71,56,270,280,8.9,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/23/10,4.25,1532,1624,0,,,,67,56,270,270,15,25.1,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/24/10,2.91,1303,1303,0,,,,70,56,260,280,13,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/25/10,2.24,1312,1606,0,,,,72,54,280,270,12.1,17.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/26/10,1.79,1343,1343,0,,,,71,58,270,270,12.1,19.9,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/27/10,1.57,1826,1818,0.02,,,,69,58,270,270,8.1,14.1,,,1,1,1,,,    1\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/28/10,1.79,1526,1525,0,,,,72,55,270,270,13,21,,,,,,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/29/10,2.01,1614,1613,0,,,,81,57,270,270,10.1,16.1,,,,,1,,,\
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/30/10,1.79,1419,1537,0,,,,84,60,270,270,8.9,14.1,,,,,,,,\
